time,base,trend,uncert_center_ana,uncert_lower_ana,uncert_upper_ana,central_det,bull,bear
2025-05-02,100.29517175108056,111.57995079868297,100.29517176108052,92.10943469981831,109.20837275103247,103.11636651348114,111.57995079868297,100.29517175108056
2025-05-05,100.22399773358897,111.66083296654818,100.22399774358895,91.94428983407083,109.24930457165496,103.08320654232877,111.66083296654818,100.22399773358897
2025-05-06,99.95332375690244,111.7417151344134,99.95332376690243,91.59780860817109,109.07102564853275,102.90042160178017,111.7417151344134,99.95332375690244
2025-05-07,99.77273728332098,111.82259730227864,99.77273729332099,91.3356182033597,108.98923446095289,102.7852022885604,111.82259730227864,99.77273728332098
2025-05-08,99.62101782055188,111.90347947014385,99.62101783055189,91.10141885737812,108.93735046137962,102.69163323344986,111.90347947014385,99.62101782055188
2025-05-09,99.5107357546626,111.98436163800906,99.51073576466261,90.90656235931833,108.92928162088249,102.62914222599922,111.98436163800906,99.5107357546626
2025-05-12,99.41772486706756,112.0652438058743,99.41772487706753,90.72883244058835,108.93873263721893,102.57960460226924,112.0652438058743,99.41772486706756
2025-05-13,99.39088043625799,112.14612597373952,99.390880446258,90.61271596089628,109.01943519875749,102.57969182112836,112.14612597373952,99.39088043625799
2025-05-14,99.3720718490457,112.22700814160473,99.37207185904566,90.50504908076554,109.10782067801745,102.58580592268545,112.22700814160473,99.3720718490457
2025-05-15,99.34356324516675,112.30789030946997,99.34356325516674,90.38963749500127,109.18445779560848,102.58464501174254,112.30789030946997,99.34356324516675
2025-05-16,99.32553533875841,112.38877247733518,99.3255353487584,90.28481773023701,109.27154997194404,102.5913446239026,112.38877247733518,99.32553533875841
2025-05-19,99.31712164685052,112.4696546452004,99.31712165685053,90.18974342951871,109.36820839178971,102.60525489693799,112.4696546452004,99.31712164685052
2025-05-20,99.3175201902779,112.55053681306563,99.3175202002779,90.10363195320814,109.4736094972851,102.62577434647484,112.55053681306563,99.3175201902779
2025-05-21,99.32598866465807,112.63141898093085,99.32598867465803,90.02575950659042,109.58699021557351,102.65234624422625,112.63141898093085,99.32598866465807
2025-05-22,99.3344074988478,112.71230114879606,99.33440750884782,89.94872643278664,109.69943551682313,102.67888091183487,112.71230114879606,99.3344074988478
2025-05-23,99.35020444886605,112.7931833166613,99.35020445886602,89.87922736083854,109.81918087025257,102.71094916631486,112.7931833166613,99.35020444886605
2025-05-26,99.3727440151595,112.87406548452651,99.37274402515949,89.81664541324486,109.94556977334692,102.74807438300125,112.87406548452651,99.3727440151595
2025-05-27,99.38961556134834,112.95494765239172,99.38961557134833,89.7497342146733,110.06490180564113,102.78094858460916,112.95494765239172,99.38961556134834
2025-05-28,99.43876496731231,113.03582982025696,99.4387649773123,89.71272054351701,110.21924115451097,102.83803118104846,113.03582982025696,99.43876496731231
2025-05-29,99.49178092970814,113.11671198812218,99.49178093970814,89.67989577623827,110.37718530865669,102.89801369481165,113.11671198812218,99.49178092970814
2025-05-30,99.5337823927401,113.19759415598739,99.53378240274012,89.63782995625607,110.52224093589388,102.94973533405191,113.19759415598739,99.5337823927401
2025-06-02,99.58014682429375,113.27847632385263,99.5801468342937,89.60036752700317,110.67148402656957,103.00472919968348,113.27847632385263,99.58014682429375
2025-06-03,99.63607415415765,113.35935849171784,99.63607416415762,89.57215519468237,110.83072918440702,103.0668952390477,113.35935849171784,99.63607415415765
2025-06-04,99.69510264957415,113.44024065958305,99.69510265957412,89.54734968812026,110.99282702301561,103.13138715257637,113.44024065958305,99.69510264957415
2025-06-05,99.77198200577428,113.5211228274483,99.77198201577423,89.53916477033555,111.17423778621063,103.20926721169278,113.5211228274483,99.77198200577428
2025-06-06,99.83846344362105,113.60200499531351,99.83846345362103,89.522214229748,111.34352373366315,103.27934883204416,113.60200499531351,99.83846344362105
2025-06-09,99.90696611350394,113.68288716317872,99.9069661235039,89.50763392738224,111.51453168900534,103.35094637642263,113.68288716317872,99.90696611350394
2025-06-10,99.97725346366013,113.76376933104396,99.97725347366017,89.4951935886123,111.68701704901785,103.42388243100608,113.76376933104396,99.97725346366013
2025-06-11,100.04910686454113,113.84465149890917,100.04910687454111,89.48468028948967,111.86075375148926,103.49799302363313,113.84465149890917,100.04910686454113
2025-06-12,100.12006567266427,113.92553366677438,100.12006568266428,89.47387871699117,112.03300556587403,103.57143267169178,113.92553366677438,100.12006567266427
2025-06-13,100.21405173389095,114.00641583463963,100.21405174389093,89.48413905424566,112.23057262515793,103.6621427595781,114.00641583463963,100.21405173389095
2025-06-16,100.3074190241519,114.08729800250484,100.30741903415185,89.49430200737127,112.4270270577025,103.75238876924013,114.08729800250484,100.3074190241519
2025-06-17,100.36379702643032,114.16818017037005,100.36379703643027,89.47193441497105,112.58158015061655,103.81489281291525,114.16818017037005,100.36379702643032
2025-06-18,100.47508477834755,114.24906233823529,100.47508478834757,89.49896511203349,112.79731168498493,103.91857916881946,114.24906233823529,100.47508477834755
2025-06-19,100.54889326036506,114.3299445061005,100.54889327036501,89.49303539039947,112.97057803204017,103.99415607229892,114.3299445061005,100.54889326036506
2025-06-20,100.62339752426718,114.41082667396572,100.6233975342672,89.48816566809944,113.14421360352607,104.07025481219182,114.41082667396572,100.62339752426718
2025-06-23,100.70149775885184,114.49170884183096,100.70149776885185,89.4869218001757,113.32149378804718,104.14905053009663,114.49170884183096,100.70149775885184
2025-06-24,100.78684679250627,114.57259100969617,100.78684680250629,89.49253021353208,113.50655148708593,104.23328284730374,114.57259100969617,100.78684679250627
2025-06-25,100.87170692231928,114.65347317756138,100.87170693231927,89.49810144580425,113.69069393724806,104.3171484866298,114.65347317756138,100.87170692231928
2025-06-26,100.95603242027643,114.73435534542662,100.95603243027644,89.50358721053252,113.87387703342965,104.40061315206398,114.73435534542662,100.95603242027643
2025-06-27,101.02616869651392,114.81523751329183,101.02616870651393,89.49688382509959,114.0406942376092,104.47343590120839,114.81523751329183,101.02616869651392
2025-06-30,101.09303378207038,114.89611968115705,101.09303379207036,89.48767655818429,114.20345095941599,104.54380525734204,114.89611968115705,101.09303378207038
2025-07-01,101.16060893709829,114.97700184902229,101.16060894709828,89.47948540440734,114.36664791149649,104.61470716557928,114.97700184902229,101.16060893709829
2025-07-02,101.26196694528483,115.0578840168875,101.26196695528486,89.501532763412,114.56771336820061,104.71094621368549,115.0578840168875,101.26196694528483
2025-07-03,101.36105729096153,115.13876618475271,101.36105730096155,89.52190400705726,114.76592294505797,104.80548451490931,115.13876618475271,101.36105729096153
2025-07-04,101.42847386827042,115.21964835261795,101.42847387827041,89.51464457801639,114.92795800924752,104.8762674898573,115.21964835261795,101.42847386827042
2025-07-07,101.49371443375095,115.30053052048316,101.49371444375092,89.50582348140749,115.08719400508521,104.945418455934,115.30053052048316,101.49371443375095
2025-07-08,101.53021801193657,115.38141268834838,101.53021802193658,89.47203148298931,115.21349186691751,104.99301668153952,115.38141268834838,101.53021801193657
2025-07-09,101.60147184252871,115.46229485621362,101.60147185252873,89.4692236411717,115.37888295534336,105.06667759644992,115.46229485621362,101.60147184252871
2025-07-10,101.68039512465349,115.54317702407883,101.68039513465344,89.47349639357411,115.55268511315028,105.14609060000981,115.54317702407883,101.68039512465349
2025-07-11,101.76776180204963,115.62405919194404,101.76776181204963,89.48550925889006,115.73580381904313,105.23183615002324,115.62405919194404,101.76776180204963
2025-07-14,101.8508419582298,115.70494135980928,101.85084196822983,89.49405462381446,115.91377833133625,105.31436680912466,115.70494135980928,101.8508419582298
2025-07-15,101.93049187721554,115.7858235276745,101.93049188721552,89.49988663722176,116.08757917743245,105.39432479033027,115.7858235276745,101.93049187721554
2025-07-16,102.01393048889432,115.86670569553971,102.01393049889428,89.50934010018202,116.26543111797636,105.47712429105565,115.86670569553971,102.01393048889432
2025-07-17,102.10394299084403,115.94758786340495,102.10394300084398,89.52484444219463,116.45052545219514,105.56485420948427,115.94758786340495,102.10394299084403
2025-07-18,102.1909897609094,116.02847003127016,102.19098977090944,89.53802364950096,116.63199571209567,105.65035982899958,116.02847003127016,102.1909897609094
2025-07-21,102.25791537398608,116.10935219913537,102.25791538398609,89.53385727798728,116.7902464674593,105.7207745807734,116.10935219913537,102.25791537398608
2025-07-22,102.32435581884573,116.19023436700061,102.32435582884573,89.52955781284373,116.94767685188084,105.79082545638444,116.19023436700061,102.32435581884573
2025-07-23,102.40154260845017,116.27111653486583,102.4015426184502,89.5349413038511,117.11713637083987,105.86893609055409,116.27111653486583,102.40154260845017
2025-07-24,102.47726785824602,116.35199870273107,102.47726786824599,89.53931668877772,117.28468362386377,105.94595056986728,116.35199870273107,102.47726785824602
2025-07-25,102.55157253818655,116.43288087059628,102.55157254818656,89.54271762061781,117.45036683680462,106.02189962178898,116.43288087059628,102.55157253818655
2025-07-28,102.62449565126829,116.51376303846149,102.62449566126826,89.54517603205733,117.61423201579579,106.09681249856659,116.51376303846149,102.62449565126829
